RecipeName,Ingredients,TotalTimeInMins,Cuisine,Procedure,URL,Cleaned-Ingredients,image-url,Ingredient-count,name_clean
Attirachi Kuzhambu  ,"3 tablespoon Sunflower Oil,2 cloves Garlic,2 Tomatoes - finely chopped,1 Mace (Javitri),3 cups Water,1 Stone flower,Salt - to taste,1/2 tablespoon Garam masala powder,9 Shallots,Coriander (Dhania) Leaves - a small bunch,1 teaspoon Poppy seeds,2 Shallots - chopped,2 sprig Curry leaves -,1 cup Fresh coconut - grated,3 tablespoon Sambar Powder,1 inch Cinnamon Stick (Dalchini),1 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Mustard seeds,1 inch Ginger,400 grams Mutton,1 teaspoon Fennel seeds (Saunf),1 Bay leaf (tej patta),1 Star anise",40.0,South Indian Recipes,"To begin making the Attirachi Kuzhambu recipe, firstly grind all the ingredients - ginger, garlic, shallots, cinnamon stick, cardamom, star anise, fennel seeds, khus khus, mace, stone flower in a mixer jar without adding water.
Heat about 2 tablespoons oil in a pressure cooker, add bayleaf, grounded masala and saute it until the raw smell goes.Once the raw smell goes, add mutton, saute it in the masala 2 minutes and then add tomatoes, sambar powder and garam masala.
When masalas getting blended, add water and salt.
Cover and cook till 1 whistle and turn the flame medium for about 20 minutes.
Switch off the cooker and wait until the pressure releases.
Grind the coconut with water nicely.
Open the cooker and add coconut paste.
Let it boil for about 2 minutes.
After 2 minutes switch off and add the coriander leaves.
The next step is to temper the curry.
Heat a kadai and add 1 teaspoon oil.
After 10 seconds, add mustard seeds and when it splutter, add the chopped shallots.
When it turns soft, add curry leaves then add it to the gravy.
Give it a stir and serve hot.Serve Attirachi Kuzhambu along with Phulka, Chicken Biryani and Burani Raita for your weekend meal.",https://www.archanaskitchen.com/aatiraichi-kuzhambu-recipe-spicy-mutton-gravy,"tomato,cloves garlic,curry leaves,st flower,sunflower oil,coriander (dhania),salt,cardamom (elaichi) podsseeds,mace (javitri),sambar powder,star anise,garam masala powder,coconut,mustard seeds,water,ginger,bay leaf (tej patta),fennel seeds (saunf),cinnamon stick (dalchini),mutton,poppy seeds",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jos-lenin/Aatiraichi_kuzhambuspicy_mutton_gravy_1_edited.jpg,21.0,attirachi kuzhambu
Authentic Godumai Dosai  ,"1 Green Chilli - finely chopped,1 sprig Curry leaves - torn roughly,Salt - to taste,2 teaspoons Sesame (Gingelly) Oil,2 Onions - finely chopped,1/2 cup Curd (Dahi / Yogurt),2 cups Whole Wheat Flour,Coriander (Dhania) Leaves - Few",90.0,South Indian Recipes,"To begin with Godumai Dosai, mix the wheat flour, yogurt and 2 cups of water properly and make sure that no lumps are formed.Add salt and allow the batter to rest for 1-2 hours.After 1-2 hours, add the finely chopped onions, chillies, cilantro and curry leaves.
Mix the batter and adjust the water quantity until you have smooth flowing batter that is not too thin.
The batter should have a thickness so you can spread as well - similar to a dosa or a crepe batter.Heat a little oil in the cast iron pan and when it is hot, pour one ladle of batter in the centre.Spread the batter in a circular motion just like regular dosa or pancake.
Pour a little oil on the sides of the dosa.Cover the dosa with a lid and cook for a minute.
Open, flip and cook the other side of the dosa as well.Remove the dosa and continue the same process for the rest of the batter.
Cook the dosa in low flame for best texture and colour.Serve Godumai Dosai with South Indian Coconut Chutney, Red Chilli Coconut Chutney or any other chutney of your choice.
",https://www.archanaskitchen.com/godumai-dosai-whole-wheat-flour-crepes-recipe,"salt,wheat flour,green chilli,coriander (dhania) leaves,sesame (gingelly) oil,curd,curry leaves,onion",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/18-april/karnataka_Style_Ghodi_Dosa_recipe_wheat_pancakes-2.jpg,8.0,authentic godumai dosai
Aval Dosa | Poha Dosa  ,"1/4 cup White Urad Dal (Whole),Water - as required,Sunflower Oil - or ghee for cooking the dosa,Salt - to taste,3/4 cup Curd (Dahi / Yogurt),1 cup Rice - raw,1 cup Poha (Flattened rice)",30.0,South Indian Recipes,"To begin making the Aval/Poha Dosa, rinse raw rice, urad dal in water separately.Soak them in enough water for 4 hours.
Soak poha in 3/4 cup of yogurt for about 45 minutes.Once the rice and urad dal are soaked well, grind the rice adding little water and the soaked val/poha with curd to make a smooth and thick batter.
Pour this batter into a large bowl.
Next grind the urad dal adding just enough water to make a smooth and thick batter.
Pour this batter into the rice and poha mixture.
Add 1-1/2 teaspoons of salt and stir well to combine.Cover the bowl and allow the Aval Dosa batter to ferment in a warm place for about 6 to 8 hours or overnight.Once fermented, give the batter a stir as use it to make dosas.
Refrigerate for 3 to 4 days and use it within that time period.
To begin making the Aval Dosa, preheat a greased skillet over medium heat and pour a ladleful of batter in the center and spread it into either a thick pancake or into a thin crepe.
If you make this dosa very thin, it could tear apart (as it is very soft)Drizzle a teaspoon of oil around the sides and center of the dosa.
Cover the skillet with a lid and steam cook the Aval Dosa for about 40 seconds to a minute.
Once you notice that it is getting cooked and lightly golden brown, you can start lifting the dosa off the pan and remove it carefully and serve.
Proceed the same way to make the remaining dosas with the batter.Serve the Aval Dosa along with a Spicy Onion Tomato Chutney for breakfast or a quick weeknight dinner.",https://www.archanaskitchen.com/aval-poha-dosa-recipe-savory-gluten-free-flattened-rice-crepe,"salt,rice,sunflower oil ghee,poha (flattened rice),water,curd,white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Aval_DosaPoha_dosa.jpg,7.0,aval dosa | poha dosa
Aval Upma  ,"1 sprig Curry leaves - roughly torn,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Lemon juice,1 teaspoon Mustard seeds,1 teaspoon Black Urad Dal (Split),2 Green Chillies - finely chopped,1 Onion - finely chopped,2 cups Poha (Flattened rice),1 tablespoon Sunflower Oil,1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),2 tablespoons Roasted Peanuts (Moongphali),4 sprig Coriander (Dhania) Leaves - finely chopped,1 inch Ginger - finely chopped",30.0,South Indian Recipes,"To begin making Aval Upma Recipe, place the poha in a sieve and rinse it under running cold water.
The texture of the aval should be such that it is neither hard nor completely soft.Once you've washed the poha, let the water drain from it and keep it aside.In a heavy bottomed pan, heat oil on medium heat, add asafoetida, mustard seeds, cumin seeds and split urad dal.
Allow the seeds to crackle and saute till the urad dal turns golden brown in color.
Once it is done, add roughly torn curry leaves, finely chopped onion, green chillies,  ginger and saute for a couple of minutes, until the onions are soft and translucent.
Once the onions are soft and translucent, add turmeric powder, drained poha, sprinkle some water and salt to taste.
Stir well to combine and allow the aval to become warm.
Cover and cook for about two to three minutes and then turn off the heat.Garnish with roasted peanuts, finely chopped coriander leaves and finish Aval Upma with freshly squeezed lemon juice.
Serve the Aval Upma Recipe with Masala Chai and Fruit Bowl for a delicious breakfast.",https://www.archanaskitchen.com/aval-upma-recipe-south-indian-style-poha,"salt,ginger,mustard seeds,poha (flattened rice),asafoetida (hing),black urad dal (split),curry leaves,coriander (dhania) leaves,onion,cumin seeds (jeera),lemon,peanuts (moongphali),turmeric powder,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Aval_Upma_Recipe_.jpg,15.0,aval upma
Avalakki Porridge In Warm Spiced Berries ,"1 tablespoon Peanut Butter - or any other nut butter (optional),1 tablespoon Honey - or maple syrup,1/2 Orange - juiced,1/2 teaspoon Black pepper powder,1/2 cup Ripe Bananas - mashed,1/2 cup Blackberries - or any other berries,1/2 teaspoon Vanilla Extract,1 cup Coconut milk - or regular milk,1/2 cup Poha (Flattened rice),1/2 Orange - segmented fruit",25.0,South Indian Recipes,"To begin making the Avalakki Porridge In Warm Spiced Berries recipe, wash Avalakki properly with water using a colander.In a saucepan bring milk to a gentle boil, add mashed banana and avalakki and cook till soft.
DonÃÂÃÂt worry if it goes mushy, it will only add a creamy texture.In another saucepan bring orange juice, berries and few orange segments to a boil and cook until all the berries have mushed up and soft add honey, vanilla and pepper powder.Mix well and turn of the heat.
Serve the porridge with warm berry-orange mixture, remaining segmented oranges and nut butter for a healthy breakfast.Serve Avalakki Porridge in Warm Spiced Berries on its own for a healthy and wholesome breakfast.",https://www.archanaskitchen.com/avalakki-porridge-in-warm-spiced-berries-recipe,"orange juiced,bananas,orange fruit,peanut butter other nut butter,poha (flattened rice),coconut milk regular milk,blackberries other berries,vanilla,black pepper powder,maple syrup",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Avalakki_Porridge_in_warm_spiced_berries.jpg,10.0,avalakki porridge in warm spiced berries
Avarekalu Masala Vada ,"1 cup Avarekalu / Lilva Beans,1 cup Chana dal (Bengal Gram Dal),4 Dry Red Chillies,Salt - as required,1/2 teaspoon Fennel seeds (Saunf),4 cloves Garlic - finely chopped,1 Onion - chopped,Asafoetida (hing) - a pinch,1 sprig Curry leaves,3 tablespoons Gram flour (besan),1/2 teaspoon Red Chilli powder,Sunflower Oil - for frying",90.0,South Indian Recipes,"To begin making the Avarekalu Masala Vada Recipe, wash the chana dal and soak it for an hour.
Wash the avarekalu and pressure cook for one whistle adding enough water.
Once pressure releases, drain the excess water and add the cooked field beans to a blender.
You can also add field beans as such without cooking but I prefer it cooking.
Drain the chana dal from water and add it to field beans in blender.
Add in  the dried red chillies too.
Grind together coarsely.
Field beans will mash easily and chana dal has to be slightly coarse.
You can also grind it separately.Transfer into mixing bowl, add all the remaining ingredients - Gram Flour, Red Chilli powder, Fennel Seeds, chopped onions, finely chopped garlic, curry leaves, asafoetida and salt to taste.
 Mix well until combined.
The batter has to be thick so that the vadas can be shaped.
If the chana dal mixture is runny add some more gram flour to thicken it.
Heat oil for deep frying.
Check temperature by dropping small piece of batter.
If it rises to the immediately then the oil is ready for frying.
Take small ball of batter and flatten it between hands.
Drop it carefully into oil and fry in low flame turning both sides.
Fry in batches without crowding the oil.
Once it turns golden brown on all sides, remove from oil and drain excess oil in kitchen tissues.Serve Avarekalu Masala Vada Recipe along with Dhaniya Pudina Chutney and Adrak Chai as an evening snack.",https://www.archanaskitchen.com/avarekalu-masala-vada-recipe,"salt,asafoetida (hing),fennel seeds (saunf),red chilli powder,cloves garlic,gram flour (besan),curry leaves,dry red chillies,onion,avarekalu lilva beans,chana dal (bengal gram dal),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/AVAREKALU_MASALA_VADAI_1600.jpg,12.0,avarekalu masala vada
Avarekalu Usli ,"Salt - as required,1/2 teaspoon Turmeric powder (Haldi),3 to 4 Green Chillies - finally chopped,1/2 teaspoon White Urad Dal (Split),1 teaspoon Mustard seeds,1 inch Ginger,1 Onion - finely chopped,Curry leaves - few,pinch Asafoetida (hing),Lemon juice - from 1 lemon,2 cups Avarekai (Broad Beans) - fresh or frozen,1 teaspoon Garlic - grated",40.0,South Indian Recipes,"To begin making the Avarekaalu Usli, heat oil in a pressure cooker and add mustard seeds and urad dal.
Once the mustard seeds splutter, add the curry leaves, green chillies, garlic, ginger and onions.SautÃÂÃÂ© till the onions are translucent.
At this point add the broad beans and sautÃÂÃÂ© for few minutes.After few minutes, add turmeric powder and salt.
Finally, add the lime juice and cook for 2 whistles and garnish with coriander leaves.Serve Avarekaalu Usli with Roti or Whole Wheat Lachha Paratha for your weekday lunch or dinner.
",https://www.archanaskitchen.com/avarekaalu-usli-broad-bean-in-gravy-recipe,"lemon,salt,ginger,asafoetida (hing),mustard seeds,curry leaves,white urad dal (split),garlic,onion,avarekai (broad beans),turmeric powder,green chillies finy",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Manasa/Avarekaalu_Usli_Broad_Bean.jpg,12.0,avarekalu usli
Avarekalu Usli ,"1/2 teaspoon Turmeric powder (Haldi),1 Green Chilli,2 teaspoons Sunflower Oil,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon White Urad Dal (Split),1 teaspoon Mustard seeds,1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 Onion - finely chopped,2 Dry Red Chillies,4 tablespoons Fresh coconut,2 cups Avarekai (Broad Beans),1 sprig Curry leaves",20.0,South Indian Recipes,"To begin making Avarekalu Usli Recipe, wash and pressure cook the avarekalu by adding 1 cup of  water into a pressure cooker and cook it for 2 whistles and keep aside for the pressure to release naturally.Make a coarse mix of grated coconut, green chilli, cumin seeds using a mixer grinder and keep aside.Heat oil in a pan, add the mustard seeds, urad dal, red chillies and let it crackle and the dal to turn golden brown and crisp.Add the curry leaves and saute for a few seconds.
 Add the chopped onion, saute until the onions soften and turn golden in colour.Once the onions have softened, add the cooked avarekalu, season with salt and saute until it all comes together.Add the prepared coconut mix, coriander leaves, mix well and switch off the heat.Serve the Avarekalu Usli Recipe along with Beetroot Poriyal, Thakkali Vengaya Sambar, Rice, Papad for a wholesome sunday lunch.",https://www.archanaskitchen.com/avarekalu-usli-recipe,"salt,green chilli,coconut,mustard seeds,coriander (dhania) leaves,curry leaves,white urad dal (split),dry red chillies,onion,cumin seeds (jeera),avarekai (broad beans),turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Avarekalu_Usili_Recipe.jpg,13.0,avarekalu usli
Avocado Ada Pradhaman  ,"1/3 cup Rice ada - readymade,1/2 tablespoon Badam (Almond),1/2 tablespoon Cashew nuts,1 Saffron strands - a generous pinch,1/2 cup Brown Sugar (Demerara Sugar),2 cups Milk,2 Avocados - ripe,1/4 teaspoon Cardamom (Elaichi) Pods/Seeds,3 cups Water,1/4 teaspoon Kesar milk masala",50.0,South Indian Recipes,"To prepare Avocado Ada Pradhaman Recipe (With Vegan Option), wash readymade ada.Boil water and put the ada and cook for 15 minutes with lid closed, stirring occasionally.Meanwhile, cut the avocados into half and twist to deseed.
Scoop the avocados.
Add the pulp of one more avocado if not using milk and doing a vegan Ada Pradhaman recipe.Blend avocado, milk (if using) & saffron in a Blender.Transfer the pulp to a Saucepan and add water.By this time, the ada would have cooked in the water.Mix the avocado pulp and ada.
Let it cook on a low flame.Keep stirring else the ada would get burnt.When it starts to bubble, add sugar and keep stirring at regular intervals of 1 or 2 minutes.When the avocado ada pradhaman recipe is cooked half way through, add cardamom and kesar milk masala.Let it boil for another 5 - 8 minutes on low-medium flame.
Ada would be cooked by now.Take a Tadka pan and add ghee.Once the ghee is melted, add cashews and almond.
SautÃÂÃÂ©.Garnish fried cashews and almonds on the Avocado Ada Pradhaman and serve hot with steamed rice and Thatta Payaru Sambar Recipe (Black Eyed Beans Sambar) for lunch.
",https://www.archanaskitchen.com/avocado-ada-pradhaman-recipe-with-vegan-option,"cashew nuts,avocados ripe,saffron strands generous,rice ada ready,cardamom (elaichi) podsseeds,milk,water,kesar milk masala,badam (almond),brown sugar (demerara sugar)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Avocado_ada_pradaman_recipe.jpg,10.0,avocado ada pradhaman
Ayala Fish Fry ,"1/2 teaspoon Fennel Powder,1 teaspoon Ginger Garlic Paste,Salt - to taste,1-1/2 tablespoon Red Chilli powder,1 teaspoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi),4 Fish - ayala (bangada fish),Sunflower Oil - for shallow fry,1 teaspoon Black pepper powder",35.0,South Indian Recipes,"To begin making the Ayala Fish Fry Recipe, wash and clean fish well.
Leave it whole.
Score the fish on itÃÂÃÂs skin on both sides.In a bowl squeeze lime juice.
Add red chilli powder, turmeric powder, fennel powder, black pepper powder, ginger-garlic paste, salt and mix well.
Make a thick paste.Rub the spice paste all over the fish including the slit areas on both the sides.Cover and let the fish marinate in the fridge for 15 minutes.Heat few tablespoons oil in a pan.
Shallow fry the whole fish on medium flame until golden brown on both sides.Serve hot with lime wedges and onion carrot slices if preferred.Serve Ayala Fish Fry with Mixed Vegetable Sambar, Steamed Rice and Elai Vadam for a weekday lunch or dinner.",https://www.archanaskitchen.com/ayala-fish-fry-recipe,"salt,fish ayala (bangada fish),red chilli powder,ginger garlic paste,fennel powder,lemon,black pepper powder,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Ayala_Fish_Fry.jpg,9.0,ayala fish fry
Baby Corn and Green Peas Sabzi ,"Sunflower Oil - as required,1 cup Green peas (Matar),2 sprig Curry leaves,Salt - to taste,10 Baby corn - chopped into pieces (if using fresh,1 teaspoon Cumin seeds (Jeera) - roasted and crushed,2 Green Chillies - slit,1 teaspoon Mustard seeds,1/2 teaspoon Garam masala powder,1 Onion - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1 inch Ginger - finely chopped,1 sprig Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Red Chilli powder,1 pinch Asafoetida (hing)",40.0,South Indian Recipes,"To begin making the Baby Corn and Green Peas Sabzi Recipe, firstly pressure cook the baby corn with salt and turmeric powder for about 3 whistle.
Release the pressure naturally and strain the water.
Heat oil in a heavy bottomed pan.
Add the mustard seeds, hing and let the mustard seeds crackle.Once it crackles, add in the curry leaves and saute it for about 20 seconds.After 20 seconds, add the onions, ginger and green chillies and saute till the onions are golden brown.
Add the Baby Corn, Peas along with salt, turmeric powder, red chilli powder, crushed cumin seeds, garam masala powder and salt.Stir fry till the raw smell goes away.
This will take about 3 to 4 minutes.Once done, add in the chopped coriander leaves, give it a stir and it is ready to be served.
",https://www.archanaskitchen.com/baby-corn-and-green-peas-thoran-recipe,"salt,ginger,mustard seeds,asafoetida (hing),green peas (matar),red chilli powder,curry leaves,coriander (dhania) leaves,onion,cumin seeds (jeera),baby corn (if using,turmeric powder,green chillies,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Baby_Corn_and_Green_Peas_Thoran_Recipe.jpg,15.0,baby corn and green peas sabzi
Baby Corn Stew ,"1 Dry Red Chilli,Curry leaves - a few,2 Onions,4 cloves Garlic,1 inch Cinnamon Stick (Dalchini),Coconut Oil - as required,1 Carrot (Gajjar),1/2 teaspoon Black pepper powder,1 inch Ginger,1/4 teaspoon Mustard seeds,1/2 Red Chilli powder,1 cup Coconut milk - Thin,1 Potato (Aloo),Salt - as per taste,1/4 teaspoon Turmeric powder (Haldi),3 Cloves (Laung),12 Baby corn,1/2 cup Coconut milk - Thick,4 Cardamom (Elaichi) Pods/Seeds",35.0,South Indian Recipes,"To begin making the Baby Corn Stew recipe, wash and cut corns and carrot in small pieces.
Also, chop the onions and dice the potatoes.
Once everything is ready, add ginger and garlic in a mixer grinder and make a paste out of it.
Keep it aside.
Crush cardamom, clove and cinnamon and keep them aside.
 Heat 2 tablespoons oil in a heavy bottomed pan.
Add crushed cardamom, cloves, cinnamon and curry leaves.Cook for 30 seconds and add the onions.
Cook till the onion turns soft and translucent.
Now add ginger and garlic paste and cook for about 30 seconds.After 3 seconds, add all the vegetables.
Mix, cover and let the vegetables cook well on low heat for 10 minutes.Add salt, turmeric powder, red chilli powder and black pepper powder.
Saute for 1-2 minutes and then add thin coconut milk, cover and cook for 5 minutes more on low heat.When all the vegetables are cooked well, add thick coconut milk.
Cook for 3 to 4 minutes on medium heat.
Check for salt and adjust as per your taste Lastly, we will prepare the seasoning.
Add 1 teaspoon ghee in a tadka pan.
Add 1 dry red chilli, curry leaves, and black mustard seeds.
Cook for about 20 to 30 seconds and add this seasoning to the curry.Serve Baby Corn Stew along with Appam and Raw Mango chutney for a weekday meal.",https://www.archanaskitchen.com/baby-corn-stew-recipe,"salt,ginger,cardamom (elaichi) podsseeds,mustard seeds,potato (aloo),red chilli powder,cloves garlic,carrot,baby corn,dry red chilli,curry leaves,onion,cinnamon stick (dalchini),black pepper powder,turmeric powder,coconut milk,coconut oil,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/rinku_majumder2003-yahoo.co.in/Baby_Corn_Stew_1600.jpg,18.0,baby corn stew
Baked Fish In Coconut Milk ,"1 teaspoon Green Chilli - minced,2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 teaspoon Cumin powder (Jeera),1 cup Coconut milk - thick (canned or fresh),Salt - to taste,2 tablespoon Lemon juice,2 Onion - finely chopped,2 teaspoon Garlic - minced,2 tablespoon Coriander Powder (Dhania),1/2 teaspoon Fennel seeds (Saunf) - coarsely ground with mortar pestle,1/2 teaspoon Red Chilli powder,1 kg Fish fillet - cut into medium,2 Tomatoes - sliced into roundels,1/4 cup Sunflower Oil,1/4 teaspoon Turmeric powder (Haldi),2 tablespoon Sunflower Oil,2 teaspoon Ginger - minced",90.0,South Indian Recipes,"To begin making the Baked Fish In Coconut Milk recipe, in a mixing bowl, add lemon juice and oil and mix it with the fish fillets.
Let the fish marinade for 1 hour in refrigerator.
Pre heat the oven to 350 degree C.
In a fry pan heat 1/4 cup of oil and fry onion till golden.
Add minced garlic, ginger and green chilies and stir for 2 mins.
Now add tomatoes, spices, crushed fennel seeds and salt to taste.
Fry for 3 to 4 minutes till tomatoes are tender.
Add coconut milk and simmer for 5 minutes until thick.Take the fish out from the fridge and arrange them on a greased baking tray or a cast iron pan.
Bake the fish for 10 mins.
Pour the coconut milk sauce all over the fish.
cover the baking tray/pan tightly with aluminium foil and return to the oven to bake for another 15 minutes.
Carefully remove the pan and the foil and garnish with chopped coriander and serve hot.Serve Baked Fish In Coconut Milk along with Steamed rice for a weeknight dinner.",https://www.archanaskitchen.com/baked-fish-in-coconut-milk-recipe,"tomato,salt,cumin powder (jeera),ginger,coconut milk,green chilli,fennel seeds (saunf) ground mortar pestle,coriander (dhania) leaves,red chilli powder,fish fillet,garlic,onion,lemon,coriander powder,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Baked_Fish_In_Coconut_Milk_.jpg,16.0,baked fish in coconut milk
Bangalore Restaurant Style Sambar  ,"4 Byadagi Dried Chillies,Salt - to taste,8 Curry leaves,150 grams Shallots - chopped,1/2 Cumin seeds (Jeera),1 teaspoon Mustard seeds,1 Onion - chopped,4 tablespoons Coriander (Dhania) Leaves - finely chopped,2 teaspoons Coriander (Dhania) Seeds,1 cup Tamarind Water - (lemon size tamarind soaked and extracted),3 Guntur Dried Chillies,Sunflower Oil - as needed,1/2 cup Arhar dal (Split Toor Dal) - rinsed,2 Tomatoes - finely chopped,1/4 teaspoon Asafoetida (hing),1 tablespoon Jaggery - grated,1/3 cup Fresh coconut - grated,1/4 teaspoon Turmeric powder (Haldi)",40.0,South Indian Recipes,"To begin making Bangalore Restaurant Style Sambar Recipe For Idlis, rinse the lentils and add it to the pressure cooker along with chopped onion, turmeric powder, 1 teaspoon of oil and enough water and pressure cook until the dal is completely soft.
(mine took 2 whistles)Mash the onion and the dal with a masher and set this mixture aside.In a kadai, add a teaspoon of oil and roast lightly the cumin seeds, coriander seeds and both varieties of dry red chillies until fragrant.
Be careful to do this on low flame since these can burn easily.Transfer this to a mixer jar along with the fresh coconut and grind this to a smooth paste using a little water.Heat some oil in a heavy bottoemd pan, add the mustard seeds and let them crackle.
Add asafoetida, curry leaves and shallots.
Saute the shallots until they start to pop and turn transparent, need not brown them.Add the ground paste and saute this mixture until for 2-3 minutes along with the onions.
Tip in the chopped tomatoes and cook for 2-3 minutes.
(They need to be mushy)Add the cooked dal mixture, salt, tamarind extract (reserve some and add depending on the sourness from tomatoes) and jaggery and bring it to a boil with 1-2 cups of water.
Cook this for 8-10 minutes while stirring occassionally and adjust the seasoning if needed or till completely cooked and flavours even.Turn of the heat, add the coriander leaves and give it a mix.
It is ready to be served.Serve Bangalore Restaurant Style Sambar Recipe For Idlis with Homemade Soft Idli Recipe, Medu Vada Recipe and Coconut Chutney for an indulging and nutritious breakfast.
",https://www.archanaskitchen.com/bangalore-restaurant-style-sambar-recipe-for-idlis,"tomato,salt,guntur dried chillies,arhar dal (split toor dal),coconut,mustard seeds,asafoetida (hing),coriander (dhania) leaves,jaggery,curry leaves,byadagi dried chillies,coriander (dhania) seeds,onion,cumin seeds (jeera),tamarind water (lemon tamarind cted),turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/gauravi/Bangalore_Hotel_style_Sambhar.jpg,17.0,bangalore restaurant style sambar
